,Company_Name,Job_Title,Location,Easy_Apply,Rating,URL,Summary
175,CenturyLink,Senior Manager Data Science,"Broomfield, CO",Not Easy Apply,3.5,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGKj2dVRoMy2japSZrYRM8IJNi6D13enLCCRY5KIhxijQXaybKLXzyceYkkuZUfdhn0rqll0OUWIqDPOVhRVKGHAD9ecdE6loD__1YYw_ypI4flZhJbAL04OsnuHWzEbgkTb_VOlB6_5AMFbczbxwQ_BllBMyafiIBF99UthkQNbKvwc6ElCNoL2xCJg7pzME_wbl7TEa9knrzTqsUOyb3HZ6KZ5Rbt8KXY-9Ah3Cch2l9E7lHSpQp8DU0ioJmO0DQTdoXVIsmunDAxvfJm0NYNJwre3Lu6_rCcYyAru-eWlFMJ8Cll26p3MBefMsRZxRoDsoH-uJywVODUz1a22bQYfm601cOr028H1IfWVx6VpCDn5zTVx4j6BmIBqR-0bIvQxM_8lz95EzKtf1HMQbhKkOKcW2yv7_mvY5NCDltHwV6eTF_Roce98omb4qkeJf0X8RZRPnZWkLNxHpJwwNdn-jAmJ5hJjwBo9GCtu4NZgXEKppGzxz1cVt-K12IwbDcMb4Lma66kj4dMhAdO8zrVcpMLdkQV7BOc48sZKhd2pnP3b9f1Lut_0T6p5ba6Rtfxg3Si1CFht_CvsqFzLqzSN8K4CH1vmnBZXGeLkgRfGJ6DIQPGQgJoZgBn_txrEgbZR4YwpB_UJaR611Y2hCiZefc324lLWIyXaBUqyMReC_SNuyoucYSKtgr7BAliC8vTMQnfN7yb7Y82FOZwl6SiOCTgHI8yxE7S8XqzWmvNPBW7VWSNypp5gXvPpxIFD9hfmHwo2vP1nBENGPML2ilkRTIt_KvpBK3VzKNRVxhYYKYrwZpIiAI3VoA5o4dK9cl4lFD7WuxSZBXmWVOsOfM5kxtZYlJyWIo9p9JMMgKJiZFTonl4iy4F4hPWvsC4zGHbE1CM2t6G6aixFVKwBt09vuCf3gNfXNY86ahN6ef9e3VP5UYsjn1_3ClGl-ZsgPtk5pbrQ_-lE4sXNwJ2MQX1j2U2FH84ZeCd6agSvFVePXjcTR7aW7w8QM6RlnGYY0eQ7-GOsY1owDE7e8Qj2ua_QwZVhkFjJXi6OmLzPO6gPsgr35_l8dromDuEKZPgPaziH-ZUvCA0iLkFQFRLjkryJiB5u8Am5iPl9KGbrsGAKtsWkyMF303s7J4VBDygdj69ew8m8KEVtsmVQuF25iN&p=0&fvj=0&vjs=3, The Field Operations & Network Implementation data science team identifies operational improvement opportunities to reduce costs and improve customer experience…
176,CBRE,Lead Data Center Building Engineer,"Boulder, CO",Not Easy Apply,3.8,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bu-T8EV_Pzj62Zt_GblGsRwS_RrYzeDaTx6hmwLArKZiZ2ysrTLlFWHGP_WqciK0TTcaVS2mNpp5bHjlZT8c1OPgRIAz7iWQ9s6LG9sAL6madJwvYKbCZ_MOk9fivdS5LOGWLBWVCe08RVrWMPdZ0vu_xLIgwJAnyzJFB3ctiSKTC9_1YqSJ1pRdAirLkvOvawj4In1X0jN8_3qS3m1HrEpM4k747Nu7M0QTWjC-Sm0VzXlhPGD29CQOqc8T7qA6TTAlpwSF1g6W0aIr_5TKA0hLJKI4dCJpf4qrac5FGTtvNb6LFrWhd9MUGDLf1fy9SIOketHPei_bcsJkdNsKmXdiNrro9vd5pdYOlFI5o1RFFEutttqZh12HZ_gLFf7MtrPRHteGTnjdlphli8t1qGXNtYXDuG3fg=&p=1&fvj=0&vjs=3, Supervise and direct Technical Team staff on shift and monitor performance of assigned responsibilities. Perform and/or direct the performance of all Technical…
177,Valen Analytics,Data Scientist,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGhz_-wvt-BDCiVWiuhErwbB6GsiPuOxM0UTZR-v4jpZnm6O1Lpc3JXtPFh2YMOCJcUdS0bCviNczHYbd22bKIebTzeLAUGXojXRnsuWMOlUvO9qzVnoMUqa6HlV5NV9Opytjl5JuHZDwkGimY_W7eUi5GUi3eR88W3HyLbfAtDEhilk60UTcwCAAAVb2SQaKzaHCWk0Of6KUyEk-IGxFe63lflAH9Va2zjiuOzBGe9O45p1F0vEz5vByPdy_AxNiSNuncFYDqq2_TVXuLntbehoBZ96MvqTDnqJ1sTqBUWCNoX-b7WvcrzOft4QuIETOZL6lE3EoEg4-fczURzMXMxobQ9E-QL4WfnWxAuibQ5AvOe-8trp6eTkTxw-wzrA1Y6S02JcSOw21l1NyUgObwgHeyJF-Cr_86cUCzvQdYrRqP8dp4wl5VcRt3pcnzbvpQyy-d6jXl1lvWLqnr_cxU033CxT3RsaKxmsR7fxmocYsYyNQ9EK1-wBYtn5s5Ji2bXRAWnHQwcYD_KbYV76S5w4&p=2&fvj=0&vjs=3, Effectively represent the Data Science group in a collaborative environment to execute on company goals. Data visualization software and tools.
178,Valen Analytics,Data Engineer,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGjB2hv9bZ0NPQyi4y0WH48voMzE5lTyU1lKfS1CvQyHuvWcbWDvGXpZ1SFLugnJeMj4XTix4UQhdAuFlFXrJRDs7R-v5f-AfwkAQWaQY5dy4g8iSJz5Bm6dTFosZRr1HPOui4Kp4zHTWtdeCzbehAF7SWqELhFxwg8X-yQDUbwvLhAcv7d_qTSOg1Zn9BLppmQEy6EEkvCLDVSRSZpYq4GSXvFMV6_qoE3Y3_MRWy1_wkvDiFUTilc3WTrhkgO5eQdbjYnnnDGlHSba_sfqlysVP23cdDymxDp0OqiPGBuXVn3Qmc8tz5sNgYCWAZJjvFvf_gIETTpshQi4m78pWe0wYBIwgbNP90gS416FcaQElAJ-gZ-F-crCkuaheYYV_vMXLZrPcYPktLF3e0fCsXGnm6oBRltOQq2kwZlH4fyIPpup5bOrPvUOcvp5k9BSRaUiePK5IxQkqOPUHvVqJ2aR0u6OXML96hoFobOvxu3LyxQMb9h7f_TR4ktOuSQqb56jvK8e1sPRIHtrwM2Cbvl-&p=3&fvj=0&vjs=3, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
179,Horizontal,Data Scientist,"Broomfield, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DVLD0NwOQENOe9ZSCJLsOt28qZmO4545ePKxrhyheH8r82zAzMcRn-EZpK-qOU5e02JRjkxkFg4CqLKoOXh1Rm2r6zWVkRGvH1HinlmX_iQTZ1DJfsE06rmQLRCh0xuYSUNBNh4L1Rqz_NKmjmkscFGWiKOoYdj5f_MaZyzdU60WQNagPqf9PFbzcSTcJ6AZdOtDG5McP46iA5CEYGHMtK0kzPeehRGI9h4IuvSS6WOWc-llx90bxgIsgVoaZ9oFqzZa4YRMp3OIuO9XZY6ZXJ4n3Lk52-O14YfNZDzvgPeTdlU7WG8DfmIrUENZz7Sk5NMGWYrp6cGl1QkVSU8T1GFIENaGFiTAhwzZoWytViTPdj9BKAV_dgAemvPuGHahV0ztvrznIXMdo5A3SDX-ORQntrcMFF1vs=&p=4&fvj=0&vjs=3," Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
180,University of Colorado Boulder,CIRES/ EARTH LAB Frontiers in Teaching & Learning Earth Data Science Post-Doc,"Boulder, CO",Not Easy Apply,4.2,indeed.com/rc/clk?jk=33f61dda64441bad&fccid=d3add89427ae6567&vjs=3, Technical data and data science skills to support reproducible scientific workflows. Our programs teach core skills surrounding four areas at the intersection…
181,Sovrn Holdings,"Sr. Software Engineer, Data Boulder","Boulder, CO",Not Easy Apply,3.1,indeed.com/rc/clk?jk=883db1e7f92d3abb&fccid=7806ef38d7df9f0e&vjs=3," Partner with application development, data science, and external data partners to enable business deliverables. The successful candidate will have:"
182,Accenture,Sr. Data Engineer,"Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=7c5bd641112c656b&fccid=a4e4e2eaf26690c9&vjs=3," BS/BA or Advanced degree in a relevant field (Computer Science, Engineering, or other Computational Science). Reviewing the data ingested from multiple sources."
183,Pearson,Machine Learning Engineer,"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=a81835c266d0e0bc&fccid=915b1c0ee87e5e8a&vjs=3," + Expert grasp of Computer Science/Engineering including data structures, data modeling, algorithms, distributed systems and software design."
184,SoundHound Inc.,"Research Engineer, Machine Learning","Boulder, CO",Not Easy Apply,,indeed.com/rc/clk?jk=74a6e23f5c9c9db0&fccid=80413c126d4e4312&vjs=3," Experience handling large data corpora. MS / PhD in Computer Science, Electrical Engineering, Statistics or equivalent. 2+ years of industry experience."
185,CBRE,Data Center Building Engineer,"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=ee49c76bdaa454fc&fccid=c9b9e477b3c84b4d&vjs=3," Utilizes advanced skills to perform complex preventive maintenance and corrective repair of buildings, industrial systems, vehicles, equipment and grounds."
186,UPMC,Director Integrated Data Science,"Loveland, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=4696276d1c0013c9&fccid=b75dda97eecc3e82&vjs=3," Demonstrated knowledge of programming expertise necessary to support data modeling. Demonstrated knowledge of advanced modeling techniques, including data…"
187,ITmPowered,Tableau Developer Data Engineer (BHJOB22048_585),"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=aa4f9c0fcd4cd468&fccid=e6c612e9fae5f923&vjs=3," Understand technical data sources, data structures, data quality and necessary transformations to aggregate, enrich, validate, and publish data."
188,"Digital Assets Data, Inc.",Data Architect/Engineer,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=f960d01d03628be4&fccid=8ed31bcef512acb4&vjs=3," Build real-time, high throughput data ingestion pipelines that optimize the consumption experience for our customers and data scientists."
189,PENSCO,Business Intelligence Developer/Analyst,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=624251e7a84f2e76&fccid=5cd49f0e57ddab87&vjs=3," Collect and extract data from data repositories for reporting, using querying techniques. Superior leadership abilities, as well as ability to work with team…"
190,Nutrien Ag Solutions,Reporting/Business Intelligence Analyst,"Loveland, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=401a721e894ab2e7&fccid=cfbfa9d8b2bae993&vjs=3," Merges disparate data sources to form cross-application reports (eg pricing data, sales data and customer data). This job will remain posted until filled."
191,Deloitte,Data Engineer,"Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=a45de7931645a88d&fccid=9e215d88a6b33622&vjs=3," Experience and knowledge with data science, ML/AI, R, or Jupyter. Azure - (Functions, Batch, Blob Storage, Data Warehouse, Data Factory, Containers, Monitor,…"
192,Sunrun,Sr. Software Engineer- Data Platform,"Denver, CO",Not Easy Apply,3.4,indeed.com/rc/clk?jk=eae1e3241372b207&fccid=e3618b0356bf9a8f&vjs=3," Staff Software Engineer - Data Platform. BS/MS in Computer Science, Engineering or Math is preferred. Good security practices and experience writing code that…"
193,Charles Schwab,Data Engineer,"Lone Tree, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=ce8656d66b139c2b&fccid=3c74eafe288fc8ca&vjs=3," Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms. Your detailed duties would include:"
194,Seagate Technology,Business Data Scientist – Sr. Staff,"Longmont, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=d0191daaeda7a606&fccid=eb193642f8c64a12&vjs=3," Higher education degree in Economics, Business, Operations Research, Data Science, Statistics or Computer Science. About the role – you will:"
195,Accenture,Data Engineer Consultant,"Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=dd98c832247e75ea&fccid=a4e4e2eaf26690c9&vjs=3," Gather, engineer, and prepare data to help clients make smarter decisions. Building and delivering Google Cloud Platform (GCP) infrastructure and solutions to…"
196,Xavient Information Systems,Sr. Software Engineer/ Data Engineer,"Greenwood Village, CO",Easy Apply,3.6,indeed.com/company/Xavient-Information-Systems/jobs/Senior-Software-Engineer-703b83fede9983b9?fccid=c398fbd1ef13c129&vjs=3," Deploy Enterprise data-oriented solutions leveraging Data Warehouse, Big Data and Machine Learning frameworks. Job title: Sr. Software Engineer/ Data Engineer*."
197,Seagate Technology,Data Scientist - Quality/Reliability - Staff level,"Longmont, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=91702716582c1fff&fccid=eb193642f8c64a12&vjs=3," Advanced degree in Data Science, Engineering, Statistics, Mathematics, Physics or related field. Writing complex SQL and understanding data models within a data…"
198,General Assembly,Part-time Data Science Instructor,"Denver, CO",Easy Apply,4.3,indeed.com/rc/clk?jk=614a6be653caae51&fccid=a4cd0efa7775ecd2&vjs=3," You have at least 2 years of industry experience with data science (prior teaching experience a plus). Teach two 3-hour classes per week, for 11 weeks."
199,SonderMind,Data Engineer,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=ef7b92940289af4f&fccid=62adf059aaad4aa9&vjs=3, The Data Engineer will utilize modern principles and methodologies to maintain our data warehouse and making sure that all data relevant to our core business is…
200,"Amazon.com Services, Inc.",Senior Machine Learning Applied Scientist,"Boulder, CO",Not Easy Apply,3.6,indeed.com/rc/clk?jk=165a8d10c242849f&fccid=fe2d21eef233e94a&vjs=3, Design and analyze data from large-scale online experiments in order to validate prototype models. Develop new techniques to process large data sets and…
201,InVision,Senior Data Scientist - Marketing,"Denver, CO",Easy Apply,4.4,indeed.com/rc/clk?jk=a9ddb765f7476570&fccid=38f2fff9c5f6bc9a&vjs=3," You will be embedded in our very data driven and data hungry Marketing to identify key metrics, conduct deep and rigorous analysis, and deliver novel insights…"
202,National Renewable Energy Laboratory,Building Data Scientist III,"Golden, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=16d0fb4f64302e0b&fccid=b4ae64835618776c&vjs=3," Experience with data modeling and data exchange formats, especially XSD. Data science experience with related frameworks such as pyTorch, TensorFlow, scikit…"
203,Pearson,Data Visualization Engineer - Machine Learning,"Centennial, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=d8028f91d1c0b840&fccid=915b1c0ee87e5e8a&vjs=3," *We are looking for a data visualization engineer with: **. + **B.S. in Computer Science, Math or Statistics, or related area (or equivalent experience).**."
204,"OneCloud Consulting, Inc.",Data Center Network Engineer,"Denver, CO",Easy Apply,,indeed.com/company/OneCloud-Consulting-Inc/jobs/Data-Center-Network-Engineer-84bf2bb45d603cca?fccid=a315f313bf9dc5ea&vjs=3," Expert knowledge of Cisco networking technologies, including Cisco Nexus and ACI and the ability support data, virtualization and storage infrastructures."
205,HP,Data Science Solution Architect,"Fort Collins, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=bf7af7ba8f098888&fccid=1b866506aec22461&vjs=3," Data Science knowledge, computer architecture and computer science, native and cloud applications. Knowledge of computer architecture for Data Science solutions…"
206,University of Colorado,Health Data Engineer/Architect,"Aurora, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=615f935a55eab578&fccid=e370394a608927d2&vjs=3," This may include data acquisition, processing workflows, tool development, data management and curation, data discovery, data integration and person level…"
207,KPMG,"Manager, Data Scientist, Natural Language Processing (NLP)","Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=c6d25898a1c7a24f&fccid=2dd390c3a48a7ed0&vjs=3," Work with clients to discover data sources, and create data requests; Lead the ETL process to ingest structured data and annotation processes to enrich…"
208,MeetingOne,Data Engineer - Node,"Denver, CO",Easy Apply,3.3,indeed.com/rc/clk?jk=fcac1ffe33040638&fccid=439a5c900c5606d9&vjs=3," Data Engineer – Node [Denver, CO]. Required: Bachelor’s degree in Computer Science or equivalent work experience. What does success look like?"
209,SiriusXM,Senior Software Engineer - Data,"Boulder, CO",Not Easy Apply,3.6,indeed.com/rc/clk?jk=f7a42855f079badf&fccid=25039f950f78d541&vjs=3," At Pandora the data platform team supports a variety of business functions including our science, marketing, product, finance and sales teams."
210,LOCKHEED MARTIN CORPORATION,"Electronics Engineer, Command and Data Handling, Mid-Career","Littleton, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=2717d37791ddce76&fccid=aeb15e43a6800b9d&vjs=3, Experience with design and/or analysis of computer systems and/or Circuit Card Assemblies for Command and Data Handling hardware.
211,CBRE,"Lead Building Engineer, Data Center","Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=e02a0b95e8901048&fccid=c9b9e477b3c84b4d&vjs=3, Supervise and direct Technical Team staff on shift and monitor performance of assigned responsibilities. Perform and/or direct the performance of all Technical…
212,Spire,Statistical Data Scientist,"Boulder, CO",Easy Apply,,indeed.com/rc/clk?jk=6df822dfe8501e28&fccid=d095eb8d761d57e9&vjs=3," Applicants must have either a MS or PhD degree in Data Science, Computer Science, Applied Mathematics, or Atmospheric Science or equivalent working experience…"
213,Recurly,"Senior QA Engineer, Data","Boulder, CO",Not Easy Apply,,indeed.com/rc/clk?jk=dcfbc082b045d5aa&fccid=ac1009e3b2f755f3&vjs=3," Data Validation - Develop automated procedures to ensure data accuracy and integrity of complex data exports and reports. A Plus, but not Required."
214,Horizontal,Sr. DevOps Data Engineer,"Centennial, CO",Easy Apply,,indeed.com/rc/clk?jk=1b6c3281e48ed996&fccid=cabecef733f6cfcf&vjs=3, Evangelist for data engineering and data science cross-functionally. Prior experience extracting data disconnected data repositories.
215,Fanatics Inc.,Senior Data Engineer,"Boulder, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=14d283ce293fc6eb&fccid=316c778b7bc10b48&vjs=3," These streams will power Data Science, BI & Site optimizations. Work with data engineers to create services that can ingest and supply data to and from external…"
216,LOCKHEED MARTIN CORPORATION,Systems Engineer - Configuration & Data Management,"Littleton, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=30cd1dc9dcfe0183&fccid=aeb15e43a6800b9d&vjs=3," Knowledge of and/or experience with Data Management: scheduling, tracking and submitting data, and working with data repositories."
217,Newmark Knight Frank,Building Engineer/Electrician Engineer- Data Center,"Denver, CO",Easy Apply,3.4,indeed.com/company/Newmark-Knight-Frank/jobs/Building-Engineer-Electrician-Engineer-daa6e7cc9a1962d9?fccid=6f1e2f3e66b3c874&vjs=3," Responsible for maintaining, troubleshooting, and repairing, or arranging for repairs of all building operating systems on the site."
218,CBRE,Sr Building Engineer (Electrician) - Data Center (Rotating Shift),"Broomfield, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=753e5fe7d6f8c9cf&fccid=c9b9e477b3c84b4d&vjs=3," Proven track record leading a team of electricians in a 24x7 Data Center environment. Performs complex preventive and corrective maintenance, repairs and…"
219,CBRE,Lead Data Center Building Engineer,"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=577c9f2c17572b09&fccid=c9b9e477b3c84b4d&vjs=3, Supervise and direct Technical Team staff on shift and monitor performance of assigned responsibilities. Perform and/or direct the performance of all Technical…
220,Vertafore,Customer Success Operations Analyst,"Denver, CO",Not Easy Apply,3.2,indeed.com/rc/clk?jk=f6993f72748f6a2e&fccid=ff1a447b3ee2756e&vjs=3, Own Vertafore’s data science drive customer health scoring model. Responsible for data integrity and structure in systems used by Vertafore Operations.
221,Proofpoint,Senior Software Engineer (Data),"Broomfield, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=3836b0a726e58154&fccid=69c7d55b78dc7424&vjs=3, Experience working with both structured and unstructured data sets. Bachelor Degree or higher in Computer Science or relevant Engineering/Science discipline.
222,LOCKHEED MARTIN CORPORATION,Mission Operations Ground Data Systems Engineer,"Littleton, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=aa65f5a1b1aa2670&fccid=aeb15e43a6800b9d&vjs=3," Participation is required in developing the ground data system infrastructure. Support the design, development and test of the ground data system infrastructure…"
223,Datalere,Data Engineer (Mid and Senior),"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=ab2f7b23069fe431&fccid=19202fba07735a32&vjs=3," Data Engineers analyze and develop on-premises and/or cloud data and ETL solutions to solve the client's challenges. Data Engineer, Mid to Senior Level."
224,Viola AI,Data Architect/Engineer,"Boulder, CO",Not Easy Apply,,indeed.com/rc/clk?jk=39153365558060b1&fccid=b1b72af5cf602cb5&vjs=3, Viola AI is looking for a seasoned backend data architect in the sense of plumbing together fault tolerant big data systems and hosting topologically stable…
225,Verizon,Principal Data Engineer,"Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=486b7083647c3748&fccid=f7029f63fe5c906e&vjs=3," Big Data, data analysis, log mining, and automated reporting. ETL or Data cleansing & normalizing. Design, build and support data processing pipelines and APIs."
226,Neya Systems LLC,Machine Learning and Computer Vision Engineer (multiple levels),"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=8df7224fde3c0921&fccid=e5cd0a93e3551038&vjs=3," Experience with sensor data processing, environment modeling, large-scale point-cloud processing. Bachelors, Masters or Ph.D. in Robotics, Computer Science,…"
227,Compassion International,Principal Data Scientist,"Colorado Springs, CO",Not Easy Apply,4.3,indeed.com/rc/clk?jk=df75ca5c5bfd73cb&fccid=53ad9d0165a8fe49&vjs=3," Fifteen years Professional experience working in market research, statistical analysis, business intelligence or similar field, involving data modeling, data…"
228,KPMG,"Associate, Data Engineer","Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=45d3d05e497ee82b&fccid=2dd390c3a48a7ed0&vjs=3," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
229,Accenture,Google Data Engineer,"Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=5fb46e3f8fb7e105&fccid=a4e4e2eaf26690c9&vjs=3," Minimum pf 3 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL, data lake and…"
230,Charles Schwab,Data Engineer,"Lone Tree, CO",Not Easy Apply,4.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bvyxp-5kT5PI0anTaEYoEkcOlTMlp7z8iufLqgdrGl7g7r220Ha0md-YUF76AZTPPI-kAyb9KdkW89xQ0n_b1FjiK3xLf3t1Pq9qOyezUKh2OxQ8yFDkrTlpjQtKM8GGg0llbzGlDt9MlVnyFLYsTsG5QXaNADzku-vCydbjfaTbSfv2FG1DovdxUwTDWva-6DZAm2OqYqFdFbkk_tyju5FKMzU7S1ciN4_4BTvm6Rita7qgpCysasISOaPXFoKsoCGDiLjndULBtYe6gmjELEJ5fBspOPQcGiPa0WpL5KVFyCehfiKJDad5f5CbXr7zBWcyL5YhgBdg9IcXtbwEXyGtpsfHiGG0MpzjidvSqFaY-0NOqGf925SmjLL8kCVLLP7sniHONCMY6AyrY95ISf3SQiuvZoTIta64tJRVoJoLwB-Xhhza5Bt-0Xda7RZOZHT0v3-2y_0JKVlpMZKVfuweLrxGR8iW14V5ef62zeYNKDHiV_H4KbwlNE5hkcnZBTjKYXqklLOPP63N152zlkCWTxUUnOvBKGa2UgGs0s3RVNqH0ngldcXWONVMewYMkKVg0zkOvh4BWZmh1uhtta_oRCBUhWvgY=&p=55&fvj=0&vjs=3," Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms. Your detailed duties would include:"
231,Ezoic,Data Scientist - Relocate to Carlsbad,United States,Easy Apply,5.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0pzMgtNUWpzn8X5XVkObFKyvooyIGCFK59PHkyYz6-ShJBSOIsbUzVdipk9exvXNT_QCwz_6g47VKy1iydo2tww9KZeCDarfKGgFPGvI1FtXC4_STlq8iZAFjZ7m9enCbD0ZdDiUEvJt-MmfeKJ9QAEGU9LL4B8jG4Ix1s52-bIncAKjpuXqv-1XHKZaf40A6PmYpXpsnETAKS3XyNqJFNFWYXk9G63KglpmCODQwoHRTV7Ynzt_El-mWuLRVM9Q2GexkjdvU16DJ3MmUOFNnND9JVUOlajL4cG_kxamyTrty5rT2m8kTXlLHnJN1F-TdYNzQOYknQwwiaVHjDN2k7nigGikrYtW2NU4E8YFC1da-XNIDUOlvm1aHt8hdpzr1CKmiiah4W2_C59IuEmtP5FJfW_VXgq6IUm29aVncKZSLXSjFM3sD0eGdaeJvvKY=&p=56&fvj=0&vjs=3, Proactively perform data exploration on user behavior and website performance to discover future testing opportunities.
232,UPMC,Director Integrated Data Science,"Loveland, CO",Not Easy Apply,3.7,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An_F7pECnaBd2kaaPzVIE3U8A1lP216Cr-URqJ1oCRpRA4lx5JbBedmERUXYVX1hlHTKXvptAsU3tC4ZDs6BBvDL60pQEL-D0gaeq1hImcXY34qyuXj7UX6SsiLlJuWStJB340mPH2XsX-JMHURviiV-F_2Clndl1H-6wXuFz1iaj9oz4UePjt4w4YRza4R1AWnabDyBKsHB5KdBx42AwH_fCMxcZXlFAet3JOi9E0jSXFvQ91krkX9hh3-uIOquuL3fhhDpqxXJKgMIcwHXVeeMfvUvUjZJJiVH4gT-XrTJLkaPgogewMKsEbcs14luCDv7O582tXMRf76c8YTVq9fW5eYEHNAtR7jDINwEwDWLixcjd6RZ72ndMcYcDVDZAyNHBAo0JTJ81xDHfgLgKJJf-DUqerboc=&p=57&fvj=0&vjs=3," Demonstrated knowledge of programming expertise necessary to support data modeling. Demonstrated knowledge of advanced modeling techniques, including data…"
233,Twitter,Software Engineer - Site Reliability Engineer - Data Enterprise & Solutions,"Boulder, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=c798479f8056475b&fccid=7a3824693ee1074b&vjs=3, You have a B.S. in computer science or similar field or equivalent experience. We are looking for a Site Reliability Engineer to support our Data Enterprise &…
234,Vertafore,Customer Success Operations Analyst,"Denver, CO",Not Easy Apply,3.2,indeed.com/rc/clk?jk=f6993f72748f6a2e&fccid=ff1a447b3ee2756e&vjs=3, Own Vertafore’s data science drive customer health scoring model. Responsible for data integrity and structure in systems used by Vertafore Operations.
235,ThoughtWorks,Senior Data Engineer,"Denver, CO",Easy Apply,4.2,indeed.com/rc/clk?jk=b679a00943745670&fccid=3c650abdba68c61a&vjs=3, Understanding of how to architect solutions for data science and analytics. Proven track record of Innovation and expertise in Data Engineering.
236,Booz Allen Hamilton,"Overhead Persistent Infrared Mission Data Processing Engineer, Senior","Aurora, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=22acaf8a5a3bbe4a&fccid=4e041af1d0af1bc8&vjs=3," 5 years of experience with overhead persistent infrared (OPIR) mission requirements, concepts of operations (CONOPS), mission data processing systems, and…"
237,CBRE,Lead Data Center Building Engineer,"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=577c9f2c17572b09&fccid=c9b9e477b3c84b4d&vjs=3, Supervise and direct Technical Team staff on shift and monitor performance of assigned responsibilities. Perform and/or direct the performance of all Technical…
238,LOCKHEED MARTIN CORPORATION,"Electronics Engineer, Command and Data Handling, Mid-Career","Littleton, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=2717d37791ddce76&fccid=aeb15e43a6800b9d&vjs=3, Experience with design and/or analysis of computer systems and/or Circuit Card Assemblies for Command and Data Handling hardware.
239,ThoughtWorks,Lead Data Engineer,"Denver, CO",Not Easy Apply,4.2,indeed.com/rc/clk?jk=1ac8480e6a19ff8b&fccid=3c650abdba68c61a&vjs=3, Understanding of how to architect solutions for data science and analytics such as productionizing machine learning models and collaborating with data…
240,BryterCX,Sr. Data Engineer,"Greenwood Village, CO",Easy Apply,,indeed.com/rc/clk?jk=a8d8e7a96e91cf3b&fccid=e56cfbfa19c467cf&vjs=3," Experience with analytics, time series data, optimization, and creating pipelines for analytics tools and data science is required."
